id,slug,name,category_name,brand_name,base_price,short_description,thumbnail_url,is_featured,item_type,rating,stock,tags
18e82017-6bbe-5e7f-83ce-8eafef0bd850,vacuum-robot-cleansphere-mini,Vacuum Robot CleanSphere Mini,home_appliances,polar-home,5490000,"Vacuum Robot CleanSphere Mini thuoc nhom home_appliances, phu hop demo vacuum voi tags robot-vacuum, smart-home, cleaning.",https://images.unsplash.com/vacuum-robot-cleansphere-mini?auto=format&fit=crop&w=800&q=80,false,vacuum,4.4,17,robot-vacuum|smart-home|cleaning
962cf4d9-c017-5d75-b578-bbb686b1e2f4,rice-cooker-smartpot-18l,Rice Cooker SmartPot 1.8L,home_appliances,polar-home,1490000,"Rice Cooker SmartPot 1.8L thuoc nhom home_appliances, phu hop demo rice_cooker voi tags rice-cooker, kitchen, daily.",https://images.unsplash.com/rice-cooker-smartpot-18l?auto=format&fit=crop&w=800&q=80,false,rice_cooker,4.2,33,rice-cooker|kitchen|daily
606403e0-7b0d-52e3-8456-a728cf25772f,air-purifier-breezeguard-300,Air Purifier BreezeGuard 300,home_appliances,polar-home,6290000,"Air Purifier BreezeGuard 300 thuoc nhom home_appliances, phu hop demo air_purifier voi tags air-purifier, home, wellness.",https://images.unsplash.com/air-purifier-breezeguard-300?auto=format&fit=crop&w=800&q=80,false,air_purifier,4.6,15,air-purifier|home|wellness
b1b1dad8-61e8-5cc7-9068-82711e48c3de,ao-thun-essential-cotton,Ao thun Essential Cotton,fashion,urban-vogue,249000,"Ao thun Essential Cotton thuoc nhom fashion, phu hop demo ao voi tags ao, tshirt, cotton.",https://images.unsplash.com/ao-thun-essential-cotton?auto=format&fit=crop&w=800&q=80,false,ao,4.4,60,ao|tshirt|cotton
d970c781-9979-5b17-a28e-370fdce7f387,ao-khoac-urban-shell,Ao khoac Urban Shell,fashion,urban-vogue,799000,"Ao khoac Urban Shell thuoc nhom fashion, phu hop demo ao voi tags ao, jacket, streetwear.",https://images.unsplash.com/ao-khoac-urban-shell?auto=format&fit=crop&w=800&q=80,true,ao,4.6,26,ao|jacket|streetwear
71628fee-b729-5462-94c1-70f0b9b0b784,quan-jean-straight-fit,Quan jean Straight Fit,fashion,urban-vogue,649000,"Quan jean Straight Fit thuoc nhom fashion, phu hop demo quan voi tags quan, jean, daily.",https://images.unsplash.com/quan-jean-straight-fit?auto=format&fit=crop&w=800&q=80,false,quan,4.5,42,quan|jean|daily
57fad489-a168-5d19-9c8f-1ffb32f40cd1,quan-jogger-move-easy,Quan jogger Move Easy,fashion,urban-vogue,459000,"Quan jogger Move Easy thuoc nhom fashion, phu hop demo quan voi tags quan, jogger, comfort.",https://images.unsplash.com/quan-jogger-move-easy?auto=format&fit=crop&w=800&q=80,false,quan,4.3,38,quan|jogger|comfort
8014b4cd-8a02-56f6-ad78-8f29a8e9665c,giay-sneaker-cloud-runner,Giay sneaker Cloud Runner,fashion,urban-vogue,1199000,"Giay sneaker Cloud Runner thuoc nhom fashion, phu hop demo giay voi tags giay, sneaker, lifestyle.",https://images.unsplash.com/giay-sneaker-cloud-runner?auto=format&fit=crop&w=800&q=80,true,giay,4.7,24,giay|sneaker|lifestyle
4b1fb84b-d471-5cc3-829c-1989320796f0,dep-sandal-coastline,Dep sandal Coastline,fashion,urban-vogue,359000,"Dep sandal Coastline thuoc nhom fashion, phu hop demo dep voi tags dep, sandal, summer.",https://images.unsplash.com/dep-sandal-coastline?auto=format&fit=crop&w=800&q=80,false,dep,4.2,45,dep|sandal|summer
fb2f47da-ae53-5a60-af38-182f1d7f853e,mu-bucket-weekend,Mu bucket Weekend,fashion,urban-vogue,199000,"Mu bucket Weekend thuoc nhom fashion, phu hop demo mu voi tags mu, bucket, accessory.",https://images.unsplash.com/mu-bucket-weekend?auto=format&fit=crop&w=800&q=80,false,mu,4.1,52,mu|bucket|accessory
534cfdd3-727a-5750-bd97-b0cea6109b20,dam-midi-softline,Dam midi SoftLine,fashion,urban-vogue,899000,"Dam midi SoftLine thuoc nhom fashion, phu hop demo dam voi tags dress, women, office.",https://images.unsplash.com/dam-midi-softline?auto=format&fit=crop&w=800&q=80,false,dam,4.5,19,dress|women|office
c40a9500-aa7e-5bb0-aa10-79249e4e17c2,son-lip-velvet-maple,Son Lip Velvet Maple,cosmetics,velvet-glow,289000,"Son Lip Velvet Maple thuoc nhom cosmetics, phu hop demo son voi tags son, lipstick, makeup.",https://images.unsplash.com/son-lip-velvet-maple?auto=format&fit=crop&w=800&q=80,true,son,4.8,70,son|lipstick|makeup
21582fa8-482c-5253-8b79-8e9be326f826,son-lip-dewy-rose,Son Lip Dewy Rose,cosmetics,velvet-glow,259000,"Son Lip Dewy Rose thuoc nhom cosmetics, phu hop demo son voi tags son, gloss, makeup.",https://images.unsplash.com/son-lip-dewy-rose?auto=format&fit=crop&w=800&q=80,false,son,4.6,64,son|gloss|makeup
941c2a2e-357b-501f-a7ca-387445ebb0d0,kem-nen-second-skin,Kem nen Second Skin,cosmetics,velvet-glow,429000,"Kem nen Second Skin thuoc nhom cosmetics, phu hop demo kem_nen voi tags kem-nen, foundation, base.",https://images.unsplash.com/kem-nen-second-skin?auto=format&fit=crop&w=800&q=80,true,kem_nen,4.7,34,kem-nen|foundation|base
c9242a1f-d70d-59b0-83dd-11fbeea8d139,kem-nen-airfit-cushion,Kem nen AirFit Cushion,cosmetics,velvet-glow,469000,"Kem nen AirFit Cushion thuoc nhom cosmetics, phu hop demo kem_nen voi tags cushion, kem-nen, glow.",https://images.unsplash.com/kem-nen-airfit-cushion?auto=format&fit=crop&w=800&q=80,false,kem_nen,4.5,29,cushion|kem-nen|glow
905af8bd-4596-5369-a85a-9022116e5e5a,kem-chong-nang-daily-shield-spf50,Kem chong nang Daily Shield SPF50,cosmetics,velvet-glow,349000,"Kem chong nang Daily Shield SPF50 thuoc nhom cosmetics, phu hop demo kem_chong_nang voi tags kem-chong-nang, spf50, uv.",https://images.unsplash.com/kem-chong-nang-daily-shield-spf50?auto=format&fit=crop&w=800&q=80,true,kem_chong_nang,4.9,56,kem-chong-nang|spf50|uv
51498c03-abbf-509f-a98f-64277cca9c7b,sua-rua-mat-foam-balance,Sua rua mat Foam Balance,cosmetics,velvet-glow,219000,"Sua rua mat Foam Balance thuoc nhom cosmetics, phu hop demo sua_rua_mat voi tags cleanser, skincare, foam.",https://images.unsplash.com/sua-rua-mat-foam-balance?auto=format&fit=crop&w=800&q=80,false,sua_rua_mat,4.4,41,cleanser|skincare|foam
4161e74f-b744-5a0a-ae87-c18d34facaa6,serum-niacinamide-10,Serum Niacinamide 10%,cosmetics,velvet-glow,389000,"Serum Niacinamide 10% thuoc nhom cosmetics, phu hop demo serum voi tags serum, skincare, brightening.",https://images.unsplash.com/serum-niacinamide-10?auto=format&fit=crop&w=800&q=80,false,serum,4.6,37,serum|skincare|brightening
91308ee2-9a4d-55ae-bd4e-197d2451848f,balo-commute-flex,Balo Commute Flex,accessories,carry-all,899000,"Balo Commute Flex thuoc nhom accessories, phu hop demo balo voi tags balo, backpack, travel.",https://images.unsplash.com/balo-commute-flex?auto=format&fit=crop&w=800&q=80,true,balo,4.7,25,balo|backpack|travel
203be474-75e3-5eb3-92f6-a8705238e018,op-lung-magsafe-clear,Op lung MagSafe Clear,accessories,carry-all,249000,"Op lung MagSafe Clear thuoc nhom accessories, phu hop demo op_lung voi tags phone-case, accessory, magsafe.",https://images.unsplash.com/op-lung-magsafe-clear?auto=format&fit=crop&w=800&q=80,false,op_lung,4.3,58,phone-case|accessory|magsafe
0e79f2b9-47d9-5d14-b6d5-858a0d3a0aa3,kinh-mat-sunframe,Kinh mat SunFrame,accessories,carry-all,559000,"Kinh mat SunFrame thuoc nhom accessories, phu hop demo kinh voi tags kinh, eyewear, summer.",https://images.unsplash.com/kinh-mat-sunframe?auto=format&fit=crop&w=800&q=80,false,kinh,4.4,31,kinh|eyewear|summer
b59aab06-e29e-5cec-a093-12d0efa4cce6,that-lung-leather-line,That lung Leather Line,accessories,carry-all,399000,"That lung Leather Line thuoc nhom accessories, phu hop demo that_lung voi tags belt, leather, men.",https://images.unsplash.com/that-lung-leather-line?auto=format&fit=crop&w=800&q=80,false,that_lung,4.2,44,belt|leather|men
4318580e-cba0-5756-8df0-05e135b9054b,book-deep-work-playbook,Book Deep Work Playbook,books,mindforge,179000,"Book Deep Work Playbook thuoc nhom books, phu hop demo book voi tags book, productivity, focus.",https://images.unsplash.com/book-deep-work-playbook?auto=format&fit=crop&w=800&q=80,false,book,4.8,67,book|productivity|focus
1f72ad57-6908-5fc4-ab62-6579c707ac12,book-ml-for-builders,Book ML for Builders,books,mindforge,249000,"Book ML for Builders thuoc nhom books, phu hop demo book voi tags book, machine-learning, engineering.",https://images.unsplash.com/book-ml-for-builders?auto=format&fit=crop&w=800&q=80,true,book,4.9,36,book|machine-learning|engineering
ba593ea1-5369-5a0b-ae20-b95d2c8c7545,book-brand-design-systems,Book Brand Design Systems,books,mindforge,219000,"Book Brand Design Systems thuoc nhom books, phu hop demo book voi tags book, design, branding.",https://images.unsplash.com/book-brand-design-systems?auto=format&fit=crop&w=800&q=80,false,book,4.5,29,book|design|branding
4f505f22-ca63-5424-8241-e38d8c891494,book-lean-business-notes,Book Lean Business Notes,books,mindforge,199000,"Book Lean Business Notes thuoc nhom books, phu hop demo book voi tags book, business, strategy.",https://images.unsplash.com/book-lean-business-notes?auto=format&fit=crop&w=800&q=80,false,book,4.4,33,book|business|strategy
191954cb-09b7-590a-9db0-7ac73c8500d5,granola-honey-almond,Granola Honey Almond,groceries,green-basket,165000,"Granola Honey Almond thuoc nhom groceries, phu hop demo granola voi tags granola, healthy, breakfast.",https://images.unsplash.com/granola-honey-almond?auto=format&fit=crop&w=800&q=80,false,granola,4.6,73,granola|healthy|breakfast
f867ea62-b427-5379-95d3-8165a196064d,coffee-single-origin-dalat,Coffee Single Origin Da Lat,groceries,green-basket,189000,"Coffee Single Origin Da Lat thuoc nhom groceries, phu hop demo coffee voi tags coffee, beans, dalat.",https://images.unsplash.com/coffee-single-origin-dalat?auto=format&fit=crop&w=800&q=80,true,coffee,4.8,48,coffee|beans|dalat
b7d4943f-f691-5c7c-9791-19532dff7d11,nuts-premium-mix-500g,Nuts Premium Mix 500g,groceries,green-basket,175000,"Nuts Premium Mix 500g thuoc nhom groceries, phu hop demo nuts voi tags nuts, healthy, snack.",https://images.unsplash.com/nuts-premium-mix-500g?auto=format&fit=crop&w=800&q=80,false,nuts,4.7,62,nuts|healthy|snack
ab36de6e-934a-5777-ae85-1c7b104177ae,matcha-latte-starter-kit,Matcha Latte Starter Kit,groceries,green-basket,229000,"Matcha Latte Starter Kit thuoc nhom groceries, phu hop demo matcha voi tags matcha, drink, starter-kit.",https://images.unsplash.com/matcha-latte-starter-kit?auto=format&fit=crop&w=800&q=80,false,matcha,4.3,27,matcha|drink|starter-kit
860deed5-d228-5281-9c59-0bae77c031af,tham-yoga-align-mat,Tham yoga Align Mat,sports,trailblaze,699000,"Tham yoga Align Mat thuoc nhom sports, phu hop demo tham_yoga voi tags yoga, fitness, mat.",https://images.unsplash.com/tham-yoga-align-mat?auto=format&fit=crop&w=800&q=80,false,tham_yoga,4.6,39,yoga|fitness|mat
93e549c4-8d3a-54b4-9f3a-af9c7263d316,ta-tay-hex-10kg-pair,Ta tay Hex 10kg Pair,sports,trailblaze,1299000,"Ta tay Hex 10kg Pair thuoc nhom sports, phu hop demo ta_tay voi tags dumbbell, strength, home-gym.",https://images.unsplash.com/ta-tay-hex-10kg-pair?auto=format&fit=crop&w=800&q=80,false,ta_tay,4.5,21,dumbbell|strength|home-gym
eeab0209-0a03-5df4-9386-ac27ac7bcc6b,giay-running-skyline-2,Giay running Skyline 2,sports,trailblaze,1599000,"Giay running Skyline 2 thuoc nhom sports, phu hop demo giay voi tags giay, running, sport.",https://images.unsplash.com/giay-running-skyline-2?auto=format&fit=crop&w=800&q=80,true,giay,4.7,23,giay|running|sport
ccd86998-1d0b-5dac-aac1-5898303154a0,leu-cam-trai-weekender-4p,Leu cam trai Weekender 4P,sports,trailblaze,2399000,"Leu cam trai Weekender 4P thuoc nhom sports, phu hop demo leu voi tags camping, tent, outdoor.",https://images.unsplash.com/leu-cam-trai-weekender-4p?auto=format&fit=crop&w=800&q=80,true,leu,4.8,16,camping|tent|outdoor
0950d3b9-2b57-5f0b-b5a4-45443f6cb59b,binh-nuoc-trail-steel-1l,Binh nuoc Trail Steel 1L,sports,trailblaze,329000,"Binh nuoc Trail Steel 1L thuoc nhom sports, phu hop demo binh_nuoc voi tags water-bottle, hiking, outdoor.",https://images.unsplash.com/binh-nuoc-trail-steel-1l?auto=format&fit=crop&w=800&q=80,false,binh_nuoc,4.4,47,water-bottle|hiking|outdoor
